code,description
P0916,Circuit de position de changement de vitesses - basse
P0917,Circuit de position de changement de vitesses - haute
P0918,Circuit de position de changement de vitesses - panne intermittente
P0919,Commande de position de changement de vitesses - erreur
P0920,Capteur de changement de vitesses vers l'avant - circuit ouvert
P0921,Capteur de changement de vitesses vers l'avant - plage de mesure/performance
P0922,Capteur de changement de vitesses vers l'avant - circuit trop bas
P0923,Capteur de changement de vitesses vers l'avant - circuit trop haut
P0924,Capteur de changement de vitesses vers l'arrière - circuit ouvert
P0925,Capteur de changement de vitesses vers l'arrière - plage de mesure/performance
P0926,Capteur de changement de vitesses vers l'arrière - circuit trop bas
P0927,Capteur de changement de vitesses vers l'arrière - circuit trop haut
P0928,Électrovanne de blocage de changement de vitesse - circuit ouvert
P0929,Électrovanne de blocage de changement de vitesse - plage de mesure/performance du circuit
P0930,Électrovanne de blocage de changement de vitesse - circuit trop bas
P0931,Électrovanne de blocage de changement de vitesse - circuit trop haut
P0932,Capteur de pression hydraulique - panne du circuit
P0933,Capteur de pression hydraulique - plage de mesure/performance du circuit
P0934,Capteur de pression hydraulique - signal d'entrée du circuit trop bas
P0935,Capteur de pression hydraulique - signal d'entrée du circuit trop haut
P0936,Capteur de pression hydraulique - circuit intermittent
P0937,Sonde de température du fluide hydraulique - panne du circuit
P0938,Sonde de température du fluide hydraulique - plage de mesure/performance
P0939,Sonde de température du fluide hydraulique - signal d'entrée du circuit trop bas
P0940,Sonde de température du fluide hydraulique - signal d'entrée du circuit trop haut
P0941,Sonde de température du fluide hydraulique - circuit intermittent
P0942,Module de pression hydraulique
P0943,Module de pression hydraulique - durée de cycle trop courte
P0944,Module de pression hydraulique - perte de pression
P0945,Relais de la pompe hydraulique - circuit ouvert
P0946,Relais de la pompe hydraulique - plage de mesure/performance du circuit
P0947,Relais de la pompe hydraulique - circuit trop bas
P0948,Relais de la pompe hydraulique - circuit trop haut
P0949,boîte de vitesse à passage automatique - apprentissage adaptatif non effectué
P0950,Circuit de commande boîte de vitesses à passage automatique
P0951,Circuit de commande boîte de vitesses à passage automatique - plage de mesure/performance
P0952,Circuit de commande boîte de vitesses à passage automatique - basse
P0953,Circuit de commande boîte de vitesses à passage automatique - haute
P0954,Circuit de commande boîte de vitesses à passage automatique - panne intermittente du circuit
P0955,Circuit de programme boîte de vitesses à passage automatique - panne
P0956,Circuit de programme boîte de vitesses à passage automatique - plage de mesure/performance
P0957,Circuit de programme boîte de vitesses à passage automatique - basse
P0958,Circuit de programme boîte de vitesses à passage automatique - haute
P0959,Circuit de programme boîte de vitesses à passage automatique - panne intermittente du circuit
P0960,Électrovanne de régulation de pression A - circuit de commande ouvert
P0961,Électrovanne de régulation de pression A - plage de mesure/performance du circuit de commande
P0962,Électrovanne de régulation de pression A - circuit de commande trop faible
P0963,Électrovanne de régulation de pression A - circuit de commande trop fort
P0964,Électrovanne de régulation de pression B - circuit de commande ouvert
P0965,Électrovanne de régulation de pression B - plage de mesure/performance du circuit de commande
P0966,Électrovanne de régulation de pression B - circuit de commande trop faible
P0967,Électrovanne de régulation de pression B - circuit de commande trop fort
P0968,Électrovanne de régulation de pression C - circuit de commande ouvert
P0969,Électrovanne de régulation de pression C - plage de mesure/performance du circuit de commande
P0970,Électrovanne de régulation de pression C - circuit de commande trop faible
P0971,Électrovanne de régulation de pression C - circuit de commande trop fort
P0972,Électrovanne de changement de vitesse A - plage de mesure/performance du circuit de commande
P0973,Électrovanne de changement de vitesse A - circuit de commande trop faible
P0974,Électrovanne de changement de vitesse A - circuit de commande trop fort
P0975,Électrovanne de changement de vitesse B - plage de mesure/performance du circuit de commande
P0976,Électrovanne de changement de vitesse B - circuit de commande trop faible
P0977,Électrovanne de changement de vitesse B - circuit de commande trop fort
P0978,Électrovanne de changement de vitesse C - plage de mesure/performance du circuit de commande
P0979,Électrovanne de changement de vitesse C - circuit de commande trop faible
P0980,Électrovanne de changement de vitesse C - circuit de commande trop fort
P0981,Électrovanne de changement de vitesse D - plage de mesure/performance du circuit de commande
P0982,Électrovanne de changement de vitesse D - circuit de commande trop faible
P0983,Électrovanne de changement de vitesse D - circuit de commande trop fort
P0984,Électrovanne de changement de vitesse E - plage de mesure/performance du circuit de commande
P0985,Électrovanne de changement de vitesse E - circuit de commande trop faible
P0986,Électrovanne de changement de vitesse E - circuit de commande trop fort
P0987,Capteur de pression d'huile de transmission E - panne du circuit
P0988,Capteur de pression d'huile de transmission E - plage de mesure/performance du circuit
P0989,Capteur de pression d'huile de transmission E - circuit trop bas
P0990,Capteur de pression d'huile de transmission E - circuit trop haut
P0991,Capteur de pression d'huile de transmission E - circuit intermittent
P0992,Capteur de pression d'huile de transmission F - panne du circuit
P0993,Capteur de pression d'huile de transmission F - plage de mesure/performance du circuit
P0994,Capteur de pression d'huile de transmission F - circuit trop bas
P0995,Capteur de pression d'huile de transmission F - circuit trop haut
P0996,Capteur de pression d'huile de transmission F - circuit intermittent
P0997,Électrovanne de changement de vitesse F - plage de mesure/performance du circuit de commande
P0998,Électrovanne de changement de vitesse F - circuit de commande trop faible
P0999,Électrovanne de changement de vitesse F - circuit de commande trop fort
B1200,Échec de circuit de bouton-poussoir de commande de climat
B1201,Échec de circuit d’expéditeur de carburant
B1202,Circuit d’expéditeur de carburant ouvert
B1203,Short de circuit d’expéditeur de carburant à la batterie
B1204,Short de circuit d’expéditeur de carburant à la terre
B1205,Échec de circuit d’Assemblée d’EIC Switch-1
B1206,Circuit d’Assemblée d’EIC Switch-1 ouvert
B1207,Short de circuit d’Assemblée d’EIC Switch-1 à la batterie
B1208,Short de circuit d’Assemblée d’EIC Switch-1 à la terre
B1209,Échec de circuit d’Assemblée d’EIC Switch-2
B1210,Circuit d’Assemblée d’EIC Switch-2 ouvert
B1211,Short de circuit d’Assemblée d’EIC Switch-2 à la batterie
B1212,Short de circuit d’Assemblée d’EIC Switch-2 à la terre
B1213,Le nombre anti-vol des clefs programmées est au-dessous du minimum
B1214,Échec courant de circuit de lampe de conseil
B1215,Short courant de circuit de lampe de conseil à la batterie
B1216,Short latéral de secours et de circuit de commutateur d’aide de route à la terre
B1217,Échec de circuit d’enroulement de relais de klaxon
B1218,Short de circuit d’enroulement de relais de klaxon à Vbatt
B1219,Échec de circuit de sonde de pression de réservoir de carburant
B1220,Circuit de sonde de pression de réservoir de carburant ouvert
B1222,Échec de circuit de la sonde de température de carburant #1
B1223,Circuit de la sonde de température de carburant #1 ouvert
B1224,Short de circuit de la sonde de température de carburant #1 à la batterie
B1225,Short de circuit de la sonde de température de carburant #1 à la terre
B1226,Échec de circuit de la sonde de température de carburant #2
B1227,Circuit de la sonde de température de carburant #2 ouvert
B1228,Short de circuit de la sonde de température de carburant #2 à la batterie
B1229,Short de circuit de la sonde de température de carburant #2 à la terre
B1231,Le seuil longitudinal d’accélération a excédé
B1232,Voir le fabricant
B1233,Échec de verre de sonde de coupure
B1234,Code d’invalide de commutateur de miroir
B1235,Échec de rétroaction de fenêtre
B1236,Perte de rétroaction de fenêtre de signal
B1237,Rétroaction de fenêtre hors de gamme
B1238,Défaut fini de la température
B1239,Échec de circuit de conducteur de porte de mélange de circulation d’air
B1240,Échec de circuit de relais de pompe d’arrière de rondelle d’essuie-glace
B1241,Short de circuit de relais de pompe d’arrière de rondelle d’essuie-glace à la batterie
B1242,Échec de circuit de conducteur de porte de recyclage de circulation d’air
B1243,La fenêtre exprès commutent vers le bas le short de circuit à la batterie
B1244,Échec arrière de circuit de relais de course de moteur d’essuie-glace
B1245,Short arrière de circuit de relais de course de moteur d’essuie-glace à la batterie
B1246,Faible échec de circuit de commutateur de potentiomètre de panneau
B1247,Faible circuit de commutateur de panneau ouvert
B1248,Short arrière de circuit de commutateur de Seatback Autoglide du passager à la terre
B1249,Échec de porte de mélange
B1250,Échec interne de circuit de sonde de température de l’air
B1251,Circuit interne de sonde de température de l’air ouvert
B1252,Short interne de circuit de sonde de température de l’air à la batterie
B1253,Short interne de circuit de sonde de température de l’air à la terre
B1254,Échec externe de circuit de sonde de température de l’air
B1255,Circuit externe de sonde de température de l’air ouvert
B1256,Short externe de circuit de sonde de température de l’air à la batterie
B1257,Short externe de circuit de sonde de température de l’air à la terre
B1258,Échec solaire de circuit de sonde de rayonnement
B1259,Circuit solaire de sonde de rayonnement ouvert
B1260,Short solaire de circuit de sonde de rayonnement à la batterie
B1261,Short solaire de circuit de sonde de rayonnement à la terre
B1262,Le moteur servo dégivrent l’échec de circuit
B1263,Échec de circuit de passage de moteur servo
B1264,Échec de circuit de pied de moteur servo
B1265,Échec de circuit de déviation de Coolair de moteur servo
B1266,Échec gauche de circuit d’Airintake de moteur servo
B1267,Échec de circuit d’Airintake de moteur servo bon
B1268,Le potentiomètre de moteur servo dégivrent l’échec de circuit
B1269,Le potentiomètre de moteur servo dégivrent le circuit ouvert
B1270,Le potentiomètre de moteur servo dégivrent le short de circuit à la batterie
B1271,Le potentiomètre de moteur servo dégivrent le short de circuit pour rectifier
B1272,Échec de circuit de passage de potentiomètre de moteur servo
B1273,Circuit de passage de potentiomètre de moteur servo ouvert
B1274,Short de circuit de passage de potentiomètre de moteur servo à la batterie
B1275,Short de circuit de passage de potentiomètre de moteur servo à la terre
B1276,Échec de circuit de pied de potentiomètre de moteur servo
B1277,Circuit de pied de potentiomètre de moteur servo ouvert
B1278,Short de circuit de pied de potentiomètre de moteur servo à la batterie
B1279,Short de circuit de pied de potentiomètre de moteur servo à la terre
B1280,Échec de circuit de Coolair de potentiomètre de moteur servo
B1281,Circuit de Coolair de potentiomètre de moteur servo ouvert
B1282,Short de circuit de Coolair de potentiomètre de moteur servo à la batterie
B1283,Short de circuit de Coolair de potentiomètre de moteur servo à la terre
B1284,Échec gauche de circuit d’Airintake de potentiomètre de moteur servo
B1285,Le potentiomètre Airintake de moteur servo a laissé le circuit ouvert
B1286,Short gauche de circuit d’Airintake de potentiomètre de moteur servo à la batterie
B1287,Short gauche de circuit d’Airintake de potentiomètre de moteur servo à la terre
B1288,Échec de circuit d’Airintake de potentiomètre de moteur servo bon
B1289,Circuit d’Airintake de potentiomètre de moteur servo bon ouvert
B1290,Short de circuit d’Airintake de potentiomètre de moteur servo bon à la batterie
B1291,Short de circuit d’Airintake de potentiomètre de moteur servo bon à la terre
B1292,Échec de circuit de relais de puissance de batterie
B1293,Circuit de relais de puissance de batterie ouvert
B1294,Short de circuit de relais de puissance de batterie à la batterie
B1295,Short de circuit de relais de puissance de batterie à la terre
B1296,Échec de circuit de sonde d’alimentation d’énergie
B1297,Circuit de sonde d’alimentation d’énergie ouvert
B1298,Short de circuit de sonde d’alimentation d’énergie à la batterie
B1299,Short de circuit de sonde d’alimentation d’énergie à la terre
B1300,Échec de circuit de serrure de porte de puissance
B1301,Circuit de serrure de porte de puissance ouvert
B1302,L’accessoire retardent l’échec de circuit d’enroulement de relais
B1303,L’accessoire retardent le circuit d’enroulement de relais ouvert
B1304,L’accessoire retardent le short de circuit d’enroulement de relais à la batterie
B1305,L’accessoire retardent le short de circuit d’enroulement de relais pour rectifier
B1306,Circuit de commutateur de niveau d’huile ouvert
B1307,Short de circuit de commutateur de niveau d’huile à la batterie
B1308,Short de circuit de commutateur de niveau d’huile à la terre
B1309,Short de circuit de serrure de porte de puissance à la terre
B1310,La porte de puissance ouvrent l’échec de circuit
B1311,La porte de puissance ouvrent le circuit ouvert
B1312,Short de circuit d’entrée de phare de lampe à la batterie
B1313,Échec de circuit d’enroulement de relais d’épargnant de batterie
B1314,Circuit d’enroulement de relais d’épargnant de batterie ouvert
B1315,Short de circuit d’enroulement de relais d’épargnant de batterie à la batterie
B1316,Short de circuit d’enroulement de relais d’épargnant de batterie à la terre
B1317,Tension de batterie haute
B1318,Tension de batterie basse
B1319,Échec entrebâillé de circuit de porte de conducteur
B1320,Circuit entrebâillé de porte de conducteur ouvert
B1321,Short entrebâillé de circuit de porte de conducteur à la batterie
B1322,Short entrebâillé de circuit de porte de conducteur à la terre
B1323,Échec entrebâillé de circuit de lampe de porte
B1324,Circuit entrebâillé de lampe de porte ouvert
B1325,Short entrebâillé de circuit de lampe de porte à la batterie
B1326,Short entrebâillé de circuit de lampe de porte à la terre
B1327,Échec entrebâillé de circuit de porte de passager
B1328,Circuit entrebâillé de porte de passager ouvert
B1329,Short entrebâillé de circuit de porte de passager à la batterie
B1330,Short entrebâillé de circuit de porte de passager à la terre
B1331,Échec arrière entrebâillé de circuit de porte de Decklid
B1332,Circuit arrière entrebâillé de porte de Decklid ouvert
B1333,Short arrière entrebâillé de circuit de porte de Decklid à la batterie
B1334,Short arrière entrebâillé de circuit de porte de Decklid à la terre
B1335,Échec entrebâillé de circuit de la porte rr
B1336,Circuit entrebâillé de la porte rr ouvert
B1337,Short entrebâillé de circuit de la porte rr à la batterie
B1338,Short entrebâillé de circuit de la porte rr à la terre
B1339,Short de circuit de demande d’entrée de carillon à la batterie
B1340,Short de circuit de demande d’entrée de carillon à la terre
B1341,La porte de puissance ouvrent le short de circuit pour rectifier
B1342,L’ECU est défectueux
B1343,Échec de chauffage de circuit d’entrée de Backlite
B1344,Circuit d’entrée de chauffage de Backlite ouvert
B1345,Short de chauffage de circuit d’entrée de Backlite à la terre
B1346,Short de chauffage de circuit d’entrée de Backlite à la batterie
B1347,Échec de chauffage de circuit de relais de Backlite
B1348,Circuit de relais de chauffage de Backlite ouvert
B1349,Short de chauffage de relais de Backlite à la batterie
B1350,Short de chauffage de relais de Backlite à la terre
B1351,Allumage Clef-Dans le short de circuit à la batterie
B1352,Allumage Clef-Dans l’échec de circuit
B1353,Allumage Clef-Dans le circuit ouvert
B1354,Allumage Clef-Dans le short de circuit à la terre
B1355,Échec de circuit de course d’allumage
B1356,Circuit de course d’allumage ouvert
B1357,Short de circuit de course d’allumage à la batterie
B1358,Short de circuit de course d’allumage à la terre
B1359,Allumage couru/échec circuit d’accumulateur
B1360,L’allumage fonctionnent/circuit d’accumulateur ouvert
B1361,L’allumage fonctionnent/le short circuit d’accumulateur à la batterie
B1362,L’allumage fonctionnent/le short circuit d’accumulateur à la terre
B1363,Échec de circuit de début d’allumage
B1364,Circuit de début d’allumage ouvert
B1365,Short de circuit de début d’allumage à la batterie
B1366,Short de circuit de début d’allumage à la terre
B1367,Échec de circuit de tachymètre d’allumage
B1368,Circuit de tachymètre d’allumage ouvert
B1369,Short de circuit de tachymètre d’allumage à la batterie
B1370,Short de circuit de tachymètre d’allumage à la terre
B1371,Échec lumineux de circuit de relais d’entrée
B1372,Circuit de relais lumineux d’entrée ouvert
B1373,Short lumineux de relais d’entrée à la batterie
B1374,Short lumineux de relais d’entrée à la terre
B1375,Circuit de lampe de changement d’huile ouvert
B1376,Short de circuit de lampe de changement d’huile à la batterie
B1377,Échec de circuit de lampe de changement d’huile
B1378,Short de circuit de lampe de changement d’huile à la terre
B1379,Short de circuit de bouton de remise de changement d’huile à la terre
B1380,Échec de circuit de bouton de remise de changement d’huile
B1381,Circuit de bouton de remise de changement d’huile ouvert
B1382,Short de circuit de bouton de remise de changement d’huile à la batterie
B1383,Short de circuit de lampe de niveau d’huile à la batterie
B1384,Échec de circuit de lampe de niveau d’huile
B1385,Circuit de lampe de niveau d’huile ouvert
B1386,Short de circuit de lampe de niveau d’huile à la terre
B1387,Circuit de sonde de température d’huile ouvert
B1388,Short de circuit de sonde de température d’huile à la batterie
B1389,Échec de circuit de sonde de température d’huile
B1390,Short de circuit de sonde de température d’huile à la terre
B1391,Échec de circuit de commutateur de niveau d’huile
B1392,Échec de circuit de relais de serrure de mémoire de porte de puissance
B1393,Circuit de relais de serrure de mémoire de porte de puissance ouvert
B1394,Short de circuit de relais de serrure de mémoire de porte de puissance à la batterie
B1395,Short de circuit de relais de serrure de mémoire de porte de puissance à la terre
B1396,Short de circuit de serrure de porte de puissance à la batterie
B1397,La porte de puissance ouvrent le short de circuit à la batterie
B1398,Échec de circuit de relais de fenêtre de contact de l’alimentation de fenêtre de conducteur une
B1399,Circuit de relais de fenêtre de contact de l’alimentation de fenêtre de conducteur une ouvert
B1400,Short de circuit de relais de fenêtre de contact de l’alimentation de fenêtre de conducteur une à la batterie
B1401,Short de circuit de relais de fenêtre de contact de l’alimentation de fenêtre de conducteur une à la terre
B1402,L’alimentation de fenêtre de conducteur commutent vers le bas l’échec de circuit
B1403,Alimentation de fenêtre de conducteur vers le haut d’échec de circuit de commutateur
B1404,L’alimentation de fenêtre de conducteur circuitent vers le bas ouvert
B1405,L’alimentation de fenêtre de conducteur circuitent vers le bas sous peu à la batterie
B1406,L’alimentation de fenêtre de conducteur circuitent vers le bas sous peu à la terre
B1407,Alimentation de fenêtre de conducteur vers le haut du circuit ouvert
B1408,Alimentation de fenêtre de conducteur vers le haut de short de circuit à la batterie
B1409,Alimentation de fenêtre de conducteur vers le haut de short de circuit à la terre
B1410,Échec de circuit de moteur d’alimentation de fenêtre de conducteur
B1411,Circuit de moteur d’alimentation de fenêtre de conducteur ouvert
B1412,Short de circuit de moteur d’alimentation de fenêtre de conducteur à la batterie
B1413,Short de circuit de moteur d’alimentation de fenêtre de conducteur à la terre
B1414,Échec de circuit de moteur de l’alimentation de fenêtre LR
B1415,Circuit de moteur de l’alimentation de fenêtre LR ouvert
B1416,Short de circuit de moteur de l’alimentation de fenêtre LR à la batterie
B1417,Short de circuit de moteur de l’alimentation de fenêtre LR à la terre
B1418,Échec de circuit de moteur d’alimentation de fenêtre de passager
B1419,Circuit de moteur d’alimentation de fenêtre de passager ouvert
B1420,Short de circuit de moteur d’alimentation de fenêtre de passager à la batterie
B1421,Short de circuit de moteur d’alimentation de fenêtre de passager à la terre
B1422,Échec de circuit de moteur de l’alimentation de fenêtre rr
B1423,Circuit de moteur de l’alimentation de fenêtre rr ouvert
B1424,Short de circuit de moteur de l’alimentation de fenêtre rr à la batterie
B1425,Short de circuit de moteur de l’alimentation de fenêtre rr à la terre
B1426,Short de circuit de ceinture de sécurité de lampe à la batterie
B1427,Circuit de ceinture de sécurité de lampe ouvert
B1428,Échec de circuit de ceinture de sécurité de lampe
B1429,Short de circuit de ceinture de sécurité de lampe à la terre
B1430,Short de circuit de commutateur de ceinture de sécurité à la terre
B1431,Frein d’essuie-glace/échec de circuit relais de course
B1432,Frein d’essuie-glace/short de circuit relais de course à la batterie
B1433,Frein d’essuie-glace/short de circuit relais de course à la terre
B1434,Essuie-glace bonjour/échec à vitesse réduite de circuit d’enroulement de relais
B1435,Essuie-glace bonjour/circuit à vitesse réduite d’enroulement de relais ouvert
B1436,Essuie-glace bonjour/short à vitesse réduite de circuit d’enroulement de relais à la batterie
B1437,Essuie-glace bonjour/short à vitesse réduite de circuit d’enroulement de relais à la terre
B1438,Échec de circuit de commutateur choisi de mode d’essuie-glace
B1439,Circuit de commutateur choisi de mode d’essuie-glace ouvert
B1440,Short de circuit de commutateur choisi de mode d’essuie-glace à la batterie
B1441,Short de circuit de commutateur choisi de mode d’essuie-glace à la terre
B1442,Échec de circuit de commutateur de poignée de porte
B1443,Circuit de commutateur de poignée de porte ouvert
B1444,Short de circuit de commutateur de poignée de porte à la batterie
B1445,Short de circuit de commutateur de poignée de porte à la terre
B1446,Échec de circuit de sens de parc d’essuie-glace
B1447,Circuit de sens de parc d’essuie-glace ouvert
B1448,Short de circuit de sens de parc d’essuie-glace à la batterie
B1449,Short de circuit de sens de parc d’essuie-glace à la terre
B1450,Le lavage d’essuie-glace/retardent l’échec de circuit de commutateur
B1451,Le lavage d’essuie-glace/retardent le circuit de commutateur ouvert
B1452,Le lavage d’essuie-glace/retardent le short de circuit de commutateur à la batterie
B1453,Le lavage d’essuie-glace/retardent le short de circuit de commutateur pour rectifier
B1454,Échec liquide de circuit de lampe de rondelle d’essuie-glace
B1455,Circuit liquide de lampe de rondelle d’essuie-glace ouvert
B1456,Short liquide de circuit de lampe de rondelle d’essuie-glace à la batterie
B1457,Short liquide de circuit de lampe de rondelle d’essuie-glace à la terre
B1458,Échec de circuit de relais de moteur de pompe de rondelle d’essuie-glace
B1459,Circuit d’enroulement de relais de moteur de pompe de rondelle d’essuie-glace ouvert
B1460,Short de circuit d’enroulement de relais de moteur de pompe de rondelle d’essuie-glace à la batterie
B1461,Short de circuit d’enroulement de relais de moteur de pompe de rondelle d’essuie-glace à la terre
B1462,Échec de circuit de commutateur de ceinture de sécurité
B1463,Circuit de commutateur de ceinture de sécurité ouvert
B1464,Short de circuit de commutateur de ceinture de sécurité à la batterie
B1465,Frein d’essuie-glace/circuit relais de course ouvert
B1466,Essuie-glace bonjour/changement à vitesse réduite
B1467,Essuie-glace bonjour/short à vitesse réduite de moteur de circuit à la batterie
B1468,Échec de circuit de demande d’entrée de carillon
B1469,Circuit de demande d’entrée de carillon ouvert
B1470,Échec de circuit d’entrée de phare de lampe
B1471,Circuit d’entrée de phare de lampe ouvert
B1472,Short de circuit d’entrée de phare de lampe à la terre
B1473,Échec à vitesse réduite de moteur de circuit d’essuie-glace
B1474,Short de circuit de relais de puissance d’épargnant de batterie à la batterie
B1475,L’accessoire retardent le short de contact de relais à la batterie
B1476,Échec de moteur de circuit rapide d’essuie-glace
B1477,Short de moteur de circuit de l’essuie-glace Hi/Low à la terre
B1478,Haut/bas de contact de l’alimentation de fenêtre une activé simultanément
B1479,Échec de circuit de sonde de niveau du fluide de rondelle d’essuie-glace
B1480,Circuit de sonde de niveau du fluide de rondelle d’essuie-glace ouvert
B1481,Short de circuit de sonde de niveau du fluide de rondelle d’essuie-glace à la batterie
B1482,Short de circuit de sonde de niveau du fluide de rondelle d’essuie-glace à la terre
B1483,Échec de circuit d’entrée de pédale de freinage
B1484,Circuit ouvert entré de pédale de freinage
B1485,Short de batterie de circuit d’entrée de pédale de freinage
B1486,Short au sol de circuit d’entrée de pédale de freinage
B1487,Échec de circuit d’avant de droite de poignée de porte
B1488,Circuit d’avant de droite de poignée de porte ouvert
B1489,Short d’avant de droite de poignée de porte à la batterie
B1490,Short d’avant de droite de poignée de porte à la terre
B1491,Échec de circuit de sonde de cylindre d’allumage
B1492,Circuit ouvert de sonde de cylindre d’allumage
B1493,Short de batterie de sonde de cylindre d’allumage
B1494,Short au sol de sonde de cylindre d’allumage
B1495,Échec de circuit de sonde de Poinçon-Dehors de Decklid
B1496,Circuit ouvert de sonde de Poinçon-Dehors de Decklid
B1497,Short de batterie de sonde de Poinçon-Dehors de Decklid
B1498,Short au sol de sonde de Poinçon-Dehors de Decklid
B1499,Échec gauche de circuit de signal de tour de lampe
B1500,Le signal de tour de lampe a laissé le circuit ouvert
B1501,Short gauche de circuit de signal de tour de lampe à la batterie
B1502,Short gauche de circuit de signal de tour de lampe à la terre
B1503,Échec de circuit de droite de signal de tour de lampe
B1504,Circuit de droite de signal de tour de lampe ouvert
B1505,Short de circuit de droite de signal de tour de lampe à la batterie
B1506,Short de circuit de droite de signal de tour de lampe à la terre
B1507,Flash pour passer l’échec de circuit de commutateur
B1508,Flash pour passer le circuit de commutateur ouvert
B1509,Flash pour passer le short de circuit de commutateur à la batterie
B1510,Flash pour passer le short de circuit de commutateur à la terre
B1511,Échec de circuit de poignée de porte de conducteur
B1512,Circuit de poignée de porte de conducteur ouvert
B1513,Short de circuit de poignée de porte de conducteur à la batterie
B1514,Short de circuit de poignée de porte de conducteur à la terre
B1515,Poser l’échec de circuit de commutateur occupé par conducteur
B1516,Poser le circuit de commutateur occupé par conducteur ouvert
B1517,Poser le short de circuit de commutateur occupé par conducteur à la batterie
B1518,Poser le short de circuit de commutateur occupé par conducteur pour rectifier
B1519,Échec de circuit de commutateur de capot
B1520,Circuit de commutateur de capot ouvert
B1521,Short de circuit de commutateur de capot à la batterie
B1522,Short de circuit de commutateur de capot à la terre
B1523,Échec de circuit d’entrée de Keyless
B1524,Circuit d’entrée de Keyless ouvert
B1525,Short de circuit d’entrée de Keyless à la batterie
B1526,Short de circuit d’entrée de Keyless à la terre
B1527,Échec réglé de circuit de commutateur de mémoire
B1528,Circuit réglé de commutateur de mémoire ouvert
B1529,Short réglé de circuit de commutateur de mémoire à la batterie
B1530,Short réglé de circuit de commutateur de mémoire à la terre
B1531,Échec de circuit de commutateur de la mémoire 1
B1532,Circuit de commutateur de la mémoire 1 ouvert
B1533,Short de circuit de commutateur de la mémoire 1 à la batterie
B1534,Short de circuit de commutateur de la mémoire 1 à la terre
B1535,Échec de circuit de commutateur de la mémoire 2
B1536,Circuit de commutateur de la mémoire 2 ouvert
B1537,Short de circuit de commutateur de la mémoire 2 à la batterie
B1538,Short de circuit de commutateur de la mémoire 2 à la terre
B1539,Échec de circuit d’Assemblée de commutateur de conducteur de miroir
B1540,Circuit d’Assemblée de commutateur de conducteur de miroir ouvert
B1541,Short de circuit d’Assemblée de commutateur de conducteur de miroir à la batterie
B1542,Short de circuit d’Assemblée de commutateur de conducteur de miroir à la terre
B1543,Poser l’échec de circuit d’Assemblée de commutateur de direction
B1544,Poser le circuit d’Assemblée de commutateur de direction ouvert
B1545,Poser le short de circuit d’Assemblée de commutateur de direction à la batterie
B1546,Poser le short de circuit d’Assemblée de commutateur de direction pour rectifier
B1547,Échec de circuit de maître d’alimentation de fenêtre
B1548,Circuit de maître d’alimentation de fenêtre ouvert
B1549,Short de circuit de maître d’alimentation de fenêtre à la batterie
B1550,Short de circuit de maître d’alimentation de fenêtre à la terre
B1551,Échec de circuit de dégagement de Decklid
B1552,Circuit de dégagement de Decklid ouvert
B1553,Short de circuit de dégagement de Decklid à la batterie
B1554,Short de circuit de dégagement de Decklid à la terre
B1555,L’allumage échec de circuit fonctionnent/débuts
B1556,L’allumage circuit fonctionnent/débuts ouvert
B1557,L’allumage short de circuit fonctionnent/débuts à la batterie
B1558,L’allumage short de circuit fonctionnent/débuts à la terre
B1559,Échec de circuit de cylindre de serrure de porte
B1560,Circuit de cylindre de serrure de porte ouvert
B1561,Short de circuit de cylindre de serrure de porte à la batterie
B1562,Short de circuit de cylindre de serrure de porte à la terre
B1563,Échec entrebâillé de circuit de porte
B1564,Circuit entrebâillé de porte ouvert
B1565,Short entrebâillé de circuit de porte à la batterie
B1566,Short entrebâillé de circuit de porte à la terre
B1567,Échec de circuit de Haut-Faisceau de phare de lampe
B1568,Circuit de Haut-Faisceau de phare de lampe ouvert
B1569,Short de circuit de Haut-Faisceau de phare de lampe à la batterie
B1570,Short de circuit de Haut-Faisceau de phare de lampe à la terre
B1571,Échec entrebâillé de circuit de la porte LR
B1572,Circuit entrebâillé de la porte LR ouvert
B1573,Short entrebâillé de circuit de la porte LR à la batterie
B1574,Short entrebâillé de circuit de la porte LR à la terre
B1575,Échec de circuit d’entrée de parc de lampe
B1576,Circuit d’entrée de parc de lampe ouvert
B1577,Short de circuit d’entrée de parc de lampe à la batterie
B1578,Short de circuit d’entrée de parc de lampe à la terre
B1579,Faible échec de circuit d’entrée d’augmentation de panneau
B1580,Faible circuit d’entrée d’augmentation de panneau ouvert
B1581,Faible short de circuit d’entrée d’augmentation de panneau à la batterie
B1582,Faible short de circuit d’entrée d’augmentation de panneau à la terre
B1583,Faible échec de circuit d’entrée de diminution de panneau
B1584,Faible circuit d’entrée de diminution de panneau ouvert
B1585,Faible short de circuit d’entrée de diminution de panneau à la batterie
B1586,Faible short de circuit d’entrée de diminution de panneau à la terre
B1587,Autolamp retardent l’échec de circuit d’augmentation
B1588,Autolamp retardent le circuit d’augmentation ouvert
B1589,Autolamp retardent le short de circuit d’augmentation à la batterie
B1590,Autolamp retardent le short de circuit d’augmentation pour rectifier
B1591,Autolamp retardent l’échec de circuit de diminution
B1592,Autolamp retardent le circuit de diminution ouvert
B1593,Autolamp retardent le short de circuit de diminution à la batterie
B1594,Autolamp retardent le short de circuit de diminution pour rectifier
B1595,Code illégal d’entrée de commutateur d’allumage
B1596,Service les codes continus
